ID 	MSL	Sscore_2017	Sscore_2014	30	60	100	150	200	250	300	biome	feature	material	env_package	location	latitude	longitude	depth
4539528.3	25	13.667	13.666	13.667	16.754	15.5	15.783	15.822	15.966	15.864	terrestrial biome	terrestrial habitat	soil	soil	Iowa	41.771111	-92.961667	0
4546372.3	29	13.667	13.453	13.667	16.813	15.559	15.841	15.88	16.024	15.922	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	3.5580384	105.6420599	0
4546289.3	30	13.667	13.446	13.667	16.813	15.559	15.841	15.88	16.024	15.922	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	8.5580384	110.6420599	0
4494855.3	32	13.667	13.544	13.667	16.813	15.559	15.841	15.88	16.024	15.922	aquatic biome	wastewater treatment plant	activated sludge	wastewater|sludge	Zhecheng Henan province	34.08	115.29	0
4441092.3	233	13.643	14.335	11.385	14.541	13.263	13.437	13.484	13.643	13.541	sludge	sludge	sludge	wastewater|sludge	Thornside Sewage Treatment Plant	-27.467	153.01667	0
4441146.3	233	13.639	14.419	11.649	14.682	13.394	13.564	13.529	13.639	13.54	marine habitat	marine habitat	marine habitat	water	Tropical South Pacific - 201 miles from F. Polynesia	-10.1314	-135.4494	30
4453083.3	120	13.628	14.861	12.292	15.085	13.628	13.843	13.838	13.979	13.891	freshwater habitat	freshwater habitat	freshwater habitat	water	South Australia	-35.18	138.46	79 ; Meter
4443682.3	217	13.613	15.063	11.898	14.386	13.423	13.652	13.613	13.639	13.507	freshwater	freshwater	freshwater	water	Ace Lake Vestfold Hills, Antarctica	68.4	78.182778	11.5
4546368.3	30	13.611	13.446	13.611	16.596	15.277	15.546	15.531	15.675	15.573	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	1.5580384	103.6420599	0
4546291.3	30	13.611	13.446	13.611	16.596	15.277	15.546	15.531	15.675	15.573	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	10.5580384	112.6420599	0
4546290.3	30	13.611	13.392	13.611	16.596	15.277	15.546	15.531	15.675	15.573	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	9.5580384	111.6420599	0
4546288.3	29	13.611	13.294	13.611	16.596	15.277	15.546	15.531	15.675	15.573	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	7.5580384	109.6420599	0
4546287.3	30	13.611	13.446	13.611	16.596	15.277	15.546	15.531	15.675	15.573	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	6.5580384	108.6420599	0
4546283.3	30	13.611	13.392	13.611	16.596	15.279	15.548	15.533	15.677	15.575	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	2.5580384	104.6420599	0
