ID 	MSL	SS	SS_pos 	SS_2014	biome	feature	material	env_package	location	latitude	longitude	depth
4453376.3	128	6.27	12.432	12.536	ocean biome	ocean	coastal water	water	Rio de Janeiro	-22.923242	-43.145186	1
4478241.3	108	6.264	11.837	12.957	extreme habitat	extreme habitat	extreme habitat	water	Ocean Drilling Program Leg 201, Site 1229	-10.9762017	-77.95765	32 ; Meter
4545680.3	30	6.263	12.128	13.18	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	1.5580384	103.6420599	0
4441155.3	225	6.262	12.38	13.464	marine habitat	marine habitat	marine habitat	water	Indian Ocean	-10.94361	92.05889	1.5
4517730.3	32	6.262	11.343	11.411	terrestrial biome	mammalia-associated habitat	feces	host-associated	Halifax,NS	44.6488625	-63.5753196	0
4443766.3	66	6.253	12.568	13.03	marine habitat	marine habitat	marine habitat	water	South Pacific Subtropical Gyre	16	-170	5 ; Meter
4478291.3	141	6.248	12.64	12.902	Tropical and subtropical moist broadleaf forest biome	agricultural soil	rhizosphere	soil	Amazonia	-11.6832502	-55.8357663	0
4443683.3	210	6.241	11.675	11.939	freshwater	freshwater	freshwater	water	Ace Lake Vestfold Hills, Antarctica	-68.4	78.182778	23
4443701.3	74	6.231	12.714	13.3	marine habitat	marine habitat	marine habitat	water	North Pacific Tropical Gyre	13.483	-159.8833	5 ; Meter
4453274.3	108	6.227	12.749	13.85	Temperate grasslands	prairie	soil	soil	Rothamsted	51.481481	0.222231	0
4517743.3	32	6.227	11.257	11.16	terrestrial biome	mammalia-associated habitat	feces	host-associated	Halifax,NS	44.6488625	-63.5753196	0
4517724.3	32	6.205	11.343	11.121	terrestrial biome	mammalia-associated habitat	feces	host-associated	Halifax,NS	44.6488625	-63.5753196	0
4517727.3	32	6.202	11.343	11.121	terrestrial biome	mammalia-associated habitat	feces	host-associated	Halifax,NS	44.6488625	-63.5753196	0
4517734.3	32	6.185	11.396	11.344	terrestrial biome	mammalia-associated habitat	feces	host-associated	Halifax,NS	44.6488625	-63.5753196	0
4557996.3	87	6.179	12.327	12.242	Tropical/Subtropical Desert Division (320)	alkaline salt lake	surface water	microbial mat|biofilm	Cuatro Cienegas	26.848087	-102.141608	0
4517737.3	32	6.169	11.086	11.328	terrestrial biome	mammalia-associated habitat	feces	host-associated	Halifax,NS	44.6488625	-63.5753196	0
4441614.3	231	6.162	12.495	13.529	marine habitat	marine habitat	marine habitat	water	Indian Ocean - International water between Madagascar and South Africa	-29.3489	43.2156	1.5
4517713.3	32	6.157	11.257	11.054	terrestrial biome	mammalia-associated habitat	feces	host-associated	Halifax,NS	44.6488625	-63.5753196	0
4517726.3	32	6.151	11.343	11.137	terrestrial biome	mammalia-associated habitat	feces	host-associated	Halifax,NS	44.6488625	-63.5753196	0
4443702.3	74	6.144	12.781	13.765	marine habitat	marine habitat	marine habitat	water	coastal waters of a fjord close to Bergen, Norway	60.27	5.22	0
4517728.3	32	6.144	11.055	10.882	terrestrial biome	mammalia-associated habitat	feces	host-associated	Halifax,NS	44.6488625	-63.5753196	0
4517710.3	32	6.128	11.343	11.121	terrestrial biome	mammalia-associated habitat	feces	host-associated	Halifax,NS	44.6488625	-63.5753196	0
4441167.3	222	6.125	12.384	14.152	marine habitat	marine habitat	marine habitat	water	Polynesia Archipelagos - Moorea, Cooks Bay	-17.47583	-149.812	1.4
4441135.3	209	6.117	11.998	13.376	marine habitat	marine habitat	marine habitat	water	Indian Ocean - Madagascar Waters	-26.035	50.123	2.8
4441156.3	226	6.108	12.441	13.147	marine habitat	marine habitat	marine habitat	water	Indian Ocean	-9.59694	84.1957	1.8
4451106.3	93	6.102	12.658	13.502	soil	soil	soil	soil	Nevada	36.49	-115.55	0-0.002 ; Meter
4451105.3	110	6.1	12.658	13.6	soil	soil	soil	soil	Nevada	36.49	-115.55	0-0.002 ; Meter
4451104.3	102	6.1	12.658	14.249	soil	soil	soil	soil	Nevada	36.49	-115.55	0-0.002 ; Meter
4477899.3	32	6.089	11.99	11.99	Temperate coniferous forest biome	slope	bulk soil	soil	Duke Forest, North Carolina, USA	35.967	-79.083	0
4451103.3	112	6.088	12.658	13.502	soil	soil	soil	soil	Nevada	36.49	-115.55	0-0.002 ; Meter
4443712.3	78	6.085	12.678	13.984	marine habitat	marine habitat	marine habitat	water	0	0	0	0
4477804.3	32	6.082	11.894	11.915	Temperate grasslands, savannas, and shrubland biome	slope	bulk soil	soil	Konza Prairie LTER, Kansas, USA	39.1	-96.6	0
4443713.3	77	6.08	12.695	14.034	marine habitat	marine habitat	marine habitat	water	0	0	0	0
4539094.3	89	6.079	12.425	14.012	biome	environmental feature	environmental material	host-associated	Bolivia	-16.290154	-63.588653	0
4478283.3	141	6.073	12.477	13.326	Tropical and subtropical moist broadleaf forest biome	agricultural soil	bulk soil	soil	Amazonia	-11.7412664	-56.2533385	0
4478294.3	141	6.071	12.485	13.1	Tropical and subtropical moist broadleaf forest biome	agricultural soil	bulk soil	soil	Amazonia	-11.6832502	-55.8357663	0
4477751.3	141	6.067	12.485	13.1	Tropical and subtropical moist broadleaf forest biome	agricultural soil	rhizosphere	soil	Amazonia	-11.6832502	-55.8357663	0
4477873.3	32	6.066	11.957	12.326	Deserts and xeric shrubland biome	slope	bulk soil	soil	Chihuahuan Desert, Sevilleta LTER, New Mexico, USA	34.333	-106.733	0
4447951.3	161	6.059	11.006	11.883	aquatic biome	cave	water	microbial mat|biofilm	south australia	-31.65418053	128.7749939	0
4517745.3	32	6.05	11.343	11.121	terrestrial biome	mammalia-associated habitat	feces	host-associated	Halifax,NS	44.6488625	-63.5753196	0
4441139.3	215	6.034	11.973	13.471	marine habitat	marine habitat	marine habitat	water	Indian Ocean - Coccos Keeling, Inside Lagoon	-12.0925	96.88167	1.8
4441606.3	213	6.032	11.971	13.471	marine habitat	marine habitat	marine habitat	water	Indian Ocean - Coccos Keeling, Inside Lagoon	12.0925	96.88167	1.8
4477872.3	32	6.023	11.916	11.466	Deserts and xeric shrubland biome	slope	bulk soil	soil	Chihuahuan Desert, Galisteo, New Mexico, USA	35.383	-105.933	0
4441568.3	226	5.994	12.202	14.45	marine habitat	marine habitat	marine habitat	water	Indian Ocean - International Water Outside of Reunion Island	-23.2161	52.3061	2
4441151.3	226	5.994	12.202	14.45	marine habitat	marine habitat	marine habitat	water	Indian Ocean - International Water Outside of Reunion Island	-23.2161	52.3061	2
4516293.3	90	5.99	12.412	13.186	mediterranean sea biome	lagoon	hypersaline water	water	Murcia	37.72955	-0.7741	0
4517705.3	32	5.99	10.95	10.913	terrestrial biome	mammalia-associated habitat	feces	host-associated	Halifax,NS	44.6488625	-63.5753196	0
4517712.3	32	5.975	11.238	11.03	terrestrial biome	mammalia-associated habitat	feces	host-associated	Halifax,NS	44.6488625	-63.5753196	0
4517725.3	32	5.973	11.055	10.882	terrestrial biome	mammalia-associated habitat	feces	host-associated	Halifax,NS	44.6488625	-63.5753196	0
4441145.3	238	5.964	12.297	13.367	marine habitat	marine habitat	marine habitat	water	Equatorial Pacific TAO Buoy	-1.97389	-95.01472	1.8
4465556.3	113	5.954	12.502	14.146	Mediterranean forests, woodlands, and shrub biome	Forest	mountain forest soil	soil	Sierra Nevada National Park, Granada, Spain	36.96971	-3.46027	0.25
4447811.3	72	5.942	12.619	13.356	terrestrial biome	plant-associated habitat	organic material	plant-associated	Reckenholz	47.44083	8.49833	0
4451759.3	113	5.941	11.682	12.805	temperate coniferous forest biome	Cave	Water	water	Outokumpu	62.717	29.062	1500
4517742.3	32	5.939	11.086	11.038	terrestrial biome	mammalia-associated habitat	feces	host-associated	Halifax,NS	44.6488625	-63.5753196	0
4559109.3	85	5.939	12.248	12.47	Tropical/Subtropical Desert Division (320)	alkaline salt lake	surface water	microbial mat|biofilm	Cuatro Cienegas	26.848087	-102.141608	0
4477902.3	32	5.92	11.811	12.471	Deserts and xeric shrubland biome	slope	bulk soil	soil	Lake Fryxell Valley, Antarctica	-77.608	163.249	0
4477904.3	32	5.92	11.811	12.593	Deserts and xeric shrubland biome	slope	bulk soil	soil	Wright Valley, Antarctica	-77.527	161.702	0
4517715.3	32	5.916	10.984	11.193	terrestrial biome	mammalia-associated habitat	feces	host-associated	Halifax,NS	44.6488625	-63.5753196	0
4445130.3	107	5.913	11.738	12.375	cultured habitat	cultured habitat	cultured habitat	miscellaneous	Hunting Valley, OH	41.5	81.42	0
4440970.3	187	5.911	11.549	12.579	microbial mat	microbial mat	microbial mat	microbial mat|biofilm	Exportadora de Sal saltworks, Guerrero Negro, Baja California Sur, Mexico	27.68908	-113.917	.006-.010
4480865.3	32	5.906	11.718	11.817	anaerobic digester sludge	anaerobic digester sludge	anaerobic digester sludge	wastewater|sludge	Ithaca, New York	42.44	-76.5	0
4442500.4	205	5.902	11.557	12.796	marine habitat	marine habitat	marine habitat	water	HOT station ALOHA	22.75	-158.033	770
4441062.3	205	5.902	11.557	12.796	marine habitat	marine habitat	marine habitat	water	HOT station ALOHA	22.75	-158.033	770
4480776.3	32	5.898	11.709	11.78	anaerobic digester sludge	anaerobic digester sludge	anaerobic digester sludge	wastewater|sludge	Ithaca, New York	42.44	-76.5	0
4480719.3	32	5.895	11.726	13.229	anaerobic digester sludge	anaerobic digester sludge	anaerobic digester sludge	wastewater|sludge	Ithaca, New York	42.44	-76.5	0
4443686.3	208	5.895	12.128	12.963	marine habitat	marine habitat	marine habitat	water	Newcomb Bay, Antarctica	-66.27	110.533	1.82926829268293 ; Meter
4517711.3	32	5.885	11.343	11.121	terrestrial biome	mammalia-associated habitat	feces	host-associated	Halifax,NS	44.6488625	-63.5753196	0
4517736.3	32	5.879	11.104	10.454	terrestrial biome	mammalia-associated habitat	feces	host-associated	Halifax,NS	44.6488625	-63.5753196	0
4546286.3	30	5.874	11.777	11.988	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	5.5580384	107.6420599	0
4539503.3	108	5.868	12.294	13.541	oceanic epipelagic zone biome	marine oligotrophic desert	water	water	Sargasso Sea	32.17	-64.5	40
4449206.3	62	5.856	11.546	11.561	aquatic biome	acid hot spring	hydrothermal fluid	water	Parque Nacional Nevado del Ruiz	-75.264278	-4.874167	0.3
4517744.3	32	5.828	11.055	11.004	terrestrial biome	mammalia-associated habitat	feces	host-associated	Halifax,NS	44.6488625	-63.5753196	0
4440281.3	34	5.823	11.274	11.916	mine drainage	mine drainage	mine drainage	sediment	Soudan Underground Mine, on the south shore of Lake Vermilion, MN	47.819307	-92.242595	714
4517741.3	32	5.823	11.03	10.947	terrestrial biome	mammalia-associated habitat	feces	host-associated	Halifax,NS	44.6488625	-63.5753196	0
4440965.3	186	5.818	10.383	11.7	microbial mat	microbial mat	microbial mat	microbial mat|biofilm	Exportadora de Sal saltworks, Guerrero Negro, Baja California Sur, Mexico	27.68908	-113.917	.002-.003
4440966.3	175	5.817	10.896	12.271	microbial mat	microbial mat	microbial mat	microbial mat|biofilm	Exportadora de Sal saltworks, Guerrero Negro, Baja California Sur, Mexico	27.68908	-113.917	.003-.004
4441133.3	236	5.794	11.973	13.544	marine habitat	marine habitat	marine habitat	water	Indian Ocean - Coccos Keeling, Inside Lagoon	-12.0925	96.88167	1.8
4454506.3	133	5.777	9.453	10.158	estuarine biome	ocean	coastal water	water	Rio de Janeiro	-22.830467	-43.246569	1
4517738.3	32	5.773	11.115	10.61	terrestrial biome	mammalia-associated habitat	feces	host-associated	Halifax,NS	44.6488625	-63.5753196	0
4557988.3	77	5.752	12.333	13.881	Tropical/Subtropical Desert Division (320)	alkaline salt lake	surface water	microbial mat|biofilm	Cuatro Cienegas	26.848087	-102.141608	0
4494599.3	139	5.747	11.932	12.338	oceanic mesopelagic zone biome	marine oligotrophic desert	water	water	Sargasso Sea	32.17	-64.5	180
4517716.3	32	5.702	10.835	10.821	terrestrial biome	mammalia-associated habitat	feces	host-associated	Halifax,NS	44.6488625	-63.5753196	0
4449255.3	123	5.695	12.137	13.47	grassland biome	meadow soil	bulk soil	soil	Cedar Creek Ecosystem Science Reserve, Bethel, MN, USA	45.39926	-93.26529	0
4453375.3	127	5.693	11.772	12.702	ocean biome	ocean	coastal water	water	Rio de Janeiro	-22.923242	-43.145186	1
4557984.3	67	5.693	11.87	11.798	Tropical/Subtropical Desert Division (320)	alkaline salt lake	surface water	microbial mat|biofilm	Cuatro Cienegas	26.848087	-102.141608	0
4445996.3	113	5.653	12.197	13.225	soil	soil	soil	soil	Mercury, Navada	36.49	-115.55	0-0.005 ; Meter
4453374.3	124	5.648	11.899	13.232	marine pelagic biome	marine habitat	coastal water	water	JoÃ£o fernandinho beach, bÃºzios peninsula, Rio de Janeiro state	-22.738705	-41.874604	4
4449104.3	119	5.648	12.161	13.134	oceanic epipelagic zone biome	marine oligotrophic desert	water	water	Sargasso Sea	32.17	-64.5	10
4478030.3	140	5.647	12.065	13.378	Tropical and subtropical moist broadleaf forest biome	agricultural soil	rhizosphere	soil	Amazonia	-11.6832502	-55.8357663	0
4477790.3	141	5.641	11.926	12.985	Tropical and subtropical moist broadleaf forest biome	agricultural soil	bulk soil	soil	Amazonia	-11.6832502	-55.8357663	0
4517740.3	32	5.632	10.82	10.438	terrestrial biome	mammalia-associated habitat	feces	host-associated	Halifax,NS	44.6488625	-63.5753196	0
4508831.3	99	5.612	11.654	12.536	Large lake biome	biofilm	contaminated water	wastewater|sludge	kobe	34.66766434	135.2135468	0
4445994.3	110	5.611	12.169	12.908	soil	soil	soil	soil	Mercury, Navada	36.49	-115.55	0-0.002 ; Meter
4511149.3	31	5.591	11.482	11.475	Montane grasslands and shrubland biome	meadow	soil	soil	Loma_Ridge	33.739556	-117.703419	0.1
4517717.3	32	5.588	10.737	10.562	terrestrial biome	mammalia-associated habitat	feces	host-associated	Halifax,NS	44.6488625	-63.5753196	0
4511179.3	31	5.578	11.482	11.903	Montane grasslands and shrubland biome	meadow	soil	soil	Loma_Ridge	33.739556	-117.703419	0.1
4517707.3	32	5.565	10.569	10.266	terrestrial biome	mammalia-associated habitat	feces	host-associated	Halifax,NS	44.6488625	-63.5753196	0
4441607.3	213	5.555	11.788	13.521	marine habitat	marine habitat	marine habitat	water	Indian Ocean	-10.4461	88.3027	1.5
4539095.3	94	5.55	11.896	13.097	biome	environmental feature	environmental material	host-associated	Bolivia	-16.290154	-63.588653	0
4517733.3	32	5.539	10.771	10.422	terrestrial biome	mammalia-associated habitat	feces	host-associated	Halifax,NS	44.6488625	-63.5753196	0
4517732.3	32	5.539	10.518	10.371	terrestrial biome	mammalia-associated habitat	feces	host-associated	Halifax,NS	44.6488625	-63.5753196	0
4451761.3	111	5.52	11.31	12.6	temperate coniferous forest biome	Cave	Water	water	Outokumpu	62.717	29.062	2300
4478937.3	141	5.52	11.837	13.1	Tropical and subtropical moist broadleaf forest biome	agricultural soil	bulk soil	soil	Amazonia	-11.6832502	-55.8357663	0
4517723.3	32	5.5	10.6	10.01	terrestrial biome	mammalia-associated habitat	feces	host-associated	Halifax,NS	44.6488625	-63.5753196	0
4443715.3	77	5.499	12.092	13.546	marine habitat	marine habitat	marine habitat	water	0	0	0	0
4442503.3	213	5.486	11.18	12.694	marine habitat	marine habitat	marine habitat	water	HOT station ALOHA	22.75	-158.033	4000
4441056.3	213	5.486	11.18	12.694	marine habitat	marine habitat	marine habitat	water	HOT station ALOHA	22.75	-158.033	4000
4537103.3	32	5.485	11.249	12.136	marginal sea biome	ice mass	coastal water	water	Barrow, Alaska	71.36816	-156.69784	0
4557992.3	86	5.469	11.729	12.541	Tropical/Subtropical Desert Division (320)	alkaline salt lake	surface water	microbial mat|biofilm	Cuatro Cienegas	26.848087	-102.141608	0
4460190.3	112	5.468	11.836	12.704	freshwater biome	anthropogenic habitat	water	wastewater|sludge	Puget Sound, WA	47.661667	122.433333	0
4443725.3	74	5.45	11.944	12.782	marine habitat	marine habitat	marine habitat	water 	0	0	0	0
4516288.3	111	5.423	11.842	12.681	aquatic biome	freshwater habitat	eutrophic water	water	Valencia	39.3037632	-0.3226403	0
4477803.3	32	5.42	11.3	12.145	Deserts and xeric shrubland biome	slope	bulk soil	soil	Lake Bonney Valley, Antarctica	-77.725	162.311	0
4477900.3	32	5.365	11.245	11.984	Deserts and xeric shrubland biome	slope	bulk soil	soil	Garwood Valley, Antarctica	-78.03	163.8732833	0
4442466.3	75	5.359	12.014	13.44	Tropical/Subtropical Desert Division (320)	alkaline salt lake	surface water	microbial mat|biofilm	Cuatro Cienegas	26.8713889	-102.0198056	1
4443714.3	77	5.33	11.955	13.397	marine habitat	marine habitat	marine habitat	water	0	0	0	0
4517704.3	32	5.32	10.72	10.527	terrestrial biome	mammalia-associated habitat	feces	host-associated	Halifax,NS	44.6488625	-63.5753196	0
4477903.3	32	5.319	11.102	11.62	Deserts and xeric shrubland biome	slope	bulk soil	soil	Lake Hoare Valley, Antarctica	-77.6375	162.887	0
4537102.3	32	5.306	11.144	11.708	marginal sea biome	ice mass	coastal water	water	Barrow, Alaska	71.36816	-156.69784	0
4449359.3	107	5.301	11.365	13.134	grassland biome	meadow soil	bulk soil	soil	Kellog Biological Station, Hickory Corners, MI, USA	42.44158	-85.37609	0
4440963.3	178	5.301	10.755	10.429	microbial mat	microbial mat	microbial mat	microbial mat|biofilm	Exportadora de Sal saltworks, Guerrero Negro, Baja California Sur, Mexico	27.68908	-113.917	.001-.002
4477757.3	141	5.292	11.706	12.709	Tropical and subtropical moist broadleaf forest biome	agricultural soil	bulk soil	soil	Amazonia	-11.6832502	-55.8357663	0
4511050.3	31	5.287	11.201	11.314	Montane grasslands and shrubland biome	meadow	soil	soil	Loma_Ridge	33.739556	-117.703419	0.1
4517735.3	32	5.282	10.474	10.799	terrestrial biome	mammalia-associated habitat	feces	host-associated	Halifax,NS	44.6488625	-63.5753196	0
4517739.3	32	5.239	10.387	10.809	terrestrial biome	mammalia-associated habitat	feces	host-associated	Halifax,NS	44.6488625	-63.5753196	0
4449877.3	123	5.235	11.697	12.401	grassland biome	meadow soil	bulk soil	soil	Cedar Creek Ecosystem Science Reserve, Bethel, MN, USA	45.39926	-93.26529	0
4445993.3	115	5.168	11.726	13.135	soil	soil	soil	soil	Mercury, Navada	36.49	115.55	0-0.002 ; Meter
4441152.3	238	5.165	11.286	12.855	marine habitat	marine habitat	marine habitat	water	Outside Halifax, Nova Scotia	44.1372	-63.644	2
4441137.3	209	5.159	10.165	11.969	mine drainage	mine drainage	mine drainage	wastewater|sludge	Richmond Mine, Iron Mountain, CA	40.68	-122.522	0.05
4554155.3	105	5.156	11.404	12.34	tundra biome	tundra	soil	soil	Arctic	0	0	0
4450124.3	121	5.144	11.666	13.293	Tundra biome	peat soil	peat soil	soil	Ny Ãlesund, Svalbard	80.5925	13.61018333	0
4442708.3	244	5.134	11.339	12.855	marine habitat	marine habitat	marine habitat	water	Outside Halifax, Nova Scotia	44.1372	-63.644	2
4467058.3	113	5.132	11.668	12.522	Large lake biome	lake	water	water	Jiangsu and Zheijiang Provinces	31.26	120.12	0
4478292.3	141	5.128	11.542	12.759	Tropical and subtropical moist broadleaf forest biome	agricultural soil	rhizosphere	soil	Amazonia	-11.6832502	-55.8357663	0
4449362.3	107	5.122	11.611	12.884	grassland biome	meadow soil	bulk soil	soil	Kellog Biological Station, Hickory Corners, MI, USA	42.44158	-85.37609	0
4494603.3	127	5.039	11.001	11.48	oceanic epipelagic zone biome	marine oligotrophic desert	water	water	Sargasso Sea	32.17	-64.5	150
4449364.3	109	5.038	11.318	12.156	grassland biome	meadow soil	bulk soil	soil	Kellog Biological Station, Hickory Corners, MI, USA	42.44158	-85.37609	0
4508404.3	104	5.035	11.026	12.109	Large lake biome	biofilm	contaminated water	wastewater|sludge	kobe	34.66766434	135.2135468	0
4443704.3	58	5.026	11.565	13.125	marine habitat	marine habitat	marine habitat	water	coastal waters of a fjord close to Bergen, Norway	60.27	64.47	0
4511115.3	31	5.02	10.934	11.495	Montane grasslands and shrubland biome	meadow	soil	soil	Loma_Ridge	33.739556	-117.703419	0.1
4449360.3	109	5.019	11.54	13.47	grassland biome	meadow soil	bulk soil	soil	Kellog Biological Station, Hickory Corners, MI, USA	42.44158	-85.37609	0
4517714.3	32	5.009	10.241	10.183	terrestrial biome	mammalia-associated habitat	feces	host-associated	Halifax,NS	44.6488625	-63.5753196	0
4510337.3	119	5.004	10.548	11.861	marine bathyal zone biome	continental slope	marine sediment	sediment	Peru_Margin	-10.97620167	-77.95765	30
4440969.3	184	4.997	10.3	11.693	microbial mat	microbial mat	microbial mat	microbial mat|biofilm	Exportadora de Sal saltworks, Guerrero Negro, Baja California Sur, Mexico	27.68908	-113.917	.005-.006
4494607.3	125	4.978	11.124	12.863	oceanic epipelagic zone biome	marine oligotrophic desert	water	water	Sargasso Sea	32.17	-64.5	20
4440960.3	34	4.975	8.1	9.261	sediment	sediment	sediment	sediment	Ocean Drilling Program leg 201, site 1229	-10.9762017	-77.95765	1 ; Meter
4511138.3	31	4.974	10.878	11.373	Montane grasslands and shrubland biome	meadow	soil	soil	Loma_Ridge	33.739556	-117.703419	0.1
4511047.3	32	4.974	10.878	11.373	Montane grasslands and shrubland biome	meadow	soil	soil	Loma_Ridge	33.739556	-117.703419	0.1
4489328.3	129	4.958	10.948	11.68	Rainforest Division - Mountain Provinces (M420)	plant-associated habitat	fermented plant derived beverage	plant-associated	Manen village,Menghai County	21.944817	100.364174	0
4440967.3	180	4.936	10.173	10.786	microbial mat	microbial mat	microbial mat	microbial mat|biofilm	Exportadora de Sal saltworks, Guerrero Negro, Baja California Sur, Mexico	27.68908	-113.917	.004-.005
4494605.3	129	4.93	11.04	12.477	oceanic mesopelagic zone biome	marine oligotrophic desert	water	water	Sargasso Sea	32.17	-64.5	200
4443687.3	209	4.9	11.167	13.269	marine habitat	marine habitat	marine habitat	water	Antarctic Territory Claimed by Australia	-63.8911	112.07306	2 ; Meter
4539585.3	24	4.894	10.631	11.404	terrestrial biome	terrestrial habitat	soil	soil	Iowa	41.827222	-93.008611	0
4441093.3	222	4.886	11.276	12.061	sludge	sludge	sludge	wastewater|sludge	Nine Springs Wastwater Treatment Plant, Madison, WI	43.0667	-89.4	0
4467029.3	121	4.882	11.172	11.928	Large lake biome	lake	water	water	Erie Harbor, Lake Erie	42.14694444	-8.014444444	0
4511113.3	32	4.88	10.773	10.557	Montane grasslands and shrubland biome	meadow	soil	soil	Loma_Ridge	33.739556	-117.703419	0.1
4478222.3	140	4.88	11.198	12.701	Tropical and subtropical moist broadleaf forest biome	agricultural soil	bulk soil	soil	Amazonia	-11.7412664	-56.2533385	0
4511190.3	31	4.871	10.773	11.128	Montane grasslands and shrubland biome	meadow	soil	soil	Loma_Ridge	33.739556	-117.703419	0.1
4511136.3	31	4.869	10.773	11.282	Montane grasslands and shrubland biome	meadow	soil	soil	Loma_Ridge	33.739556	-117.703419	0.1
4511135.3	32	4.848	10.762	11.647	Montane grasslands and shrubland biome	meadow	soil	soil	Loma_Ridge	33.739556	-117.703419	0.1
4511048.3	31	4.848	10.762	11.435	Montane grasslands and shrubland biome	meadow	soil	soil	Loma_Ridge	33.739556	-117.703419	0.1
4517708.3	32	4.844	9.867	9.978	terrestrial biome	mammalia-associated habitat	feces	host-associated	Halifax,NS	44.6488625	-63.5753196	0
4446406.3	98	4.838	11.078	12.54	estuarine biome	marine pelagic feature	saline water	water	Coorong Lagoon	35.551	138.88	0
4557985.3	89	4.824	11.156	11.792	Tropical/Subtropical Desert Division (320)	alkaline salt lake	surface water	microbial mat|biofilm	Cuatro Cienegas	26.848087	-102.141608	0
4449258.3	123	4.822	11.366	12.042	grassland biome	meadow soil	bulk soil	soil	Cedar Creek Ecosystem Science Reserve, Bethel, MN, USA	45.39926	-93.26529	0
4441347.3	70	4.822	10.661	11.387	Tropical/Subtropical Desert Division (320)	alkaline salt lake	surface water	microbial mat|biofilm	Cuatro Cienegas	26.8234444	-102.0147778	1
4441147.3	211	4.82	11.039	11.402	marine habitat	marine habitat	marine habitat	water	Indian Ocean	-8.505	80.3756	1.8
4494606.3	130	4.819	10.884	12.235	oceanic mesopelagic zone biome	marine oligotrophic desert	water	water	Sargasso Sea	32.17	-64.5	300
4511184.3	31	4.812	10.713	11.556	Montane grasslands and shrubland biome	meadow	soil	soil	Loma_Ridge	33.739556	-117.703419	0.1
4511153.3	32	4.785	10.657	11.192	Montane grasslands and shrubland biome	meadow	soil	soil	Loma_Ridge	33.739556	-117.703419	0.1
4511046.3	32	4.785	10.657	11.192	Montane grasslands and shrubland biome	meadow	soil	soil	Loma_Ridge	33.739556	-117.703419	0.1
4511062.3	32	4.774	10.657	11.192	Montane grasslands and shrubland biome	meadow	soil	soil	Loma_Ridge	33.739556	-117.703419	0.1
4511137.3	32	4.766	10.657	11.192	Montane grasslands and shrubland biome	meadow	soil	soil	Loma_Ridge	33.739556	-117.703419	0.1
4511112.3	31	4.766	10.657	10.764	Montane grasslands and shrubland biome	meadow	soil	soil	Loma_Ridge	33.739556	-117.703419	0.1
4511183.3	31	4.764	10.657	10.764	Montane grasslands and shrubland biome	meadow	soil	soil	Loma_Ridge	33.739556	-117.703419	0.1
4511181.3	31	4.764	10.657	10.764	Montane grasslands and shrubland biome	meadow	soil	soil	Loma_Ridge	33.739556	-117.703419	0.1
4441148.3	232	4.761	10.969	12.522	marine habitat	marine habitat	marine habitat	water	Indian Ocean - St. Anne Island, Seychelles	-4.6136	55.5086	1.8
4511140.3	31	4.753	10.657	11.314	Montane grasslands and shrubland biome	meadow	soil	soil	Loma_Ridge	33.739556	-117.703419	0.1
4511134.3	31	4.753	10.657	11.192	Montane grasslands and shrubland biome	meadow	soil	soil	Loma_Ridge	33.739556	-117.703419	0.1
4511111.3	31	4.753	10.657	11.192	Montane grasslands and shrubland biome	meadow	soil	soil	Loma_Ridge	33.739556	-117.703419	0.1
4517720.3	32	4.738	9.886	9.958	terrestrial biome	mammalia-associated habitat	feces	host-associated	Halifax,NS	44.6488625	-63.5753196	0
4494608.3	133	4.723	10.777	11.205	oceanic epipelagic zone biome	marine oligotrophic desert	water	water	Sargasso Sea	32.17	-64.5	80
4517719.3	32	4.718	9.866	10.244	terrestrial biome	mammalia-associated habitat	feces	host-associated	Halifax,NS	44.6488625	-63.5753196	0
4478290.3	141	4.717	11.131	12.255	Tropical and subtropical moist broadleaf forest biome	agricultural soil	rhizosphere	soil	Amazonia	-11.6832502	-55.8357663	0
4440972.3	176	4.707	9.193	10.78	microbial mat	microbial mat	microbial mat	microbial mat|biofilm	Exportadora de Sal saltworks, Guerrero Negro, Baja California Sur, Mexico	27.68908	-113.917	.034-.049
4450752.3	101	4.707	11.229	12.341	soil	soil	soil	soil	Nevada	36.49	-115.55	0-0.002 ; Meter
4443697.3	75	4.697	11.312	12.607	marine habitat	marine habitat	marine habitat	water	Pacific Equatorial Divergence Province	1.667	-163.667	0
4453380.3	128	4.686	10.848	11.525	estuarine biome	ocean	coastal water	water	Rio de Janeiro	-22.864633	-43.160464	1
4443703.3	75	4.683	11.212	12.277	marine habitat	marine habitat	marine habitat	water	coastal waters of a fjord close to Bergen, Norway	60.27	5.22	0
4465558.3	95	4.682	11.208	12.535	Mediterranean forests, woodlands, and shrub biome	Forest	mountain forest soil	soil	Sierra Nevada National Park, Granada, Spain	36.95744	-3.46336	0.25
4511189.3	31	4.678	10.571	10.764	Montane grasslands and shrubland biome	meadow	soil	soil	Loma_Ridge	33.739556	-117.703419	0.1
4511065.3	32	4.678	10.571	11.495	Montane grasslands and shrubland biome	meadow	soil	soil	Loma_Ridge	33.739556	-117.703419	0.1
